step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
275,TRANSFER,1436.38,C1462369015,1436.38,0.0,C204541509,0.0,0.0,1,0
235,CASH_OUT,243564.72,C712094414,30788.0,0.0,C841808742,8060516.26,8304080.98,0,0
203,TRANSFER,466580.69,C1631478680,466580.69,0.0,C1835027188,0.0,0.0,1,0
718,CASH_OUT,371449.7,C743630497,371449.7,0.0,C278676454,22146.7,393596.39,1,0
245,CASH_OUT,124311.57,C1704192820,124311.57,0.0,C1482135742,116019.29,240330.86,1,0
235,TRANSFER,638487.85,C2102651625,638487.85,0.0,C1551811070,0.0,0.0,1,0
35,CASH_OUT,75381.87,C104682725,0.0,0.0,C1778875325,1650957.08,1726338.95,0,0
278,PAYMENT,4651.66,C1720288045,0.0,0.0,M649584782,0.0,0.0,0,0
420,CASH_OUT,71366.75,C584281371,0.0,0.0,C407976899,3670202.48,3741569.23,0,0
302,CASH_IN,477638.72,C293582990,1890170.39,2367809.11,C1846130163,2896996.15,2419357.43,0,0
186,CASH_OUT,70790.59,C356198335,0.0,0.0,C75474253,2379601.45,2450392.04,0,0
426,TRANSFER,335459.85,C653034600,0.0,0.0,C1905507160,847815.49,1183275.34,0,0
346,CASH_OUT,231575.46,C1744048839,0.0,0.0,C1138304656,506862.36,738437.82,0,0
501,TRANSFER,472808.24,C692473125,472808.24,0.0,C695203021,0.0,0.0,1,0
332,CASH_IN,254380.44,C596596599,7742.0,262122.44,C1091715579,303629.71,49249.28,0,0
551,TRANSFER,3774777.76,C695007520,3774777.76,0.0,C2011756935,0.0,0.0,1,0
40,CASH_OUT,37620.93,C1886537362,237833.0,200212.07,C388387760,0.0,37620.93,0,0
26,CASH_OUT,101482.03,C1166446482,0.0,0.0,C1039916140,477359.77,578841.8,0,0
42,CASH_OUT,93983.34,C637927375,92044.0,0.0,C567901237,0.0,93983.34,0,0
182,PAYMENT,28838.86,C650490356,0.0,0.0,M1704496019,0.0,0.0,0,0
393,TRANSFER,2720932.43,C1874272003,28509.0,0.0,C1365485710,206556.84,2927489.27,0,0
117,CASH_OUT,251621.18,C1370708725,251621.18,0.0,C558976656,8078266.37,8329887.55,1,0
345,CASH_OUT,8994286.69,C180006321,8994286.69,0.0,C1877082345,0.0,8994286.69,1,0
549,CASH_OUT,1057053.6,C2060205709,1057053.6,0.0,C1377648519,0.0,1057053.6,1,0
227,CASH_IN,78587.35,C152881292,10623.0,89210.35,C231355729,624756.62,546169.27,0,0
44,TRANSFER,778199.03,C173426305,0.0,0.0,C616439102,837351.21,1615550.24,0,0
251,CASH_IN,218178.26,C1498106450,6836131.44,7054309.71,C1924961898,706969.26,488791.0,0,0
179,PAYMENT,5603.72,C764196027,0.0,0.0,M689257418,0.0,0.0,0,0
16,CASH_OUT,119786.07,C2140528983,0.0,0.0,C2349554,2068496.09,2188282.16,0,0
328,TRANSFER,364375.51,C1765014536,364375.51,0.0,C2037810492,0.0,0.0,1,0
286,CASH_OUT,132943.98,C1645390284,132943.98,0.0,C1108748738,0.0,132943.98,1,0
325,PAYMENT,21883.76,C2123611836,11077.0,0.0,M2053341323,0.0,0.0,0,0
564,TRANSFER,30245.46,C209928657,30245.46,0.0,C301674737,0.0,0.0,1,0
565,TRANSFER,325668.67,C126871882,325668.67,0.0,C1351249861,0.0,0.0,1,0
130,PAYMENT,32136.89,C2082758300,0.0,0.0,M658792124,0.0,0.0,0,0
217,TRANSFER,538312.05,C640532730,538312.05,0.0,C1898517729,0.0,0.0,1,0
248,CASH_OUT,4011314.1,C511866589,4011314.1,0.0,C485003808,229237.42,4240551.52,1,0
84,CASH_OUT,152331.26,C942925545,152331.26,0.0,C1633587807,676868.23,829199.49,1,0
710,TRANSFER,33613.11,C223934806,33613.11,0.0,C2052072681,0.0,0.0,1,0
506,TRANSFER,7041719.54,C295695808,7041719.54,0.0,C1634584019,0.0,0.0,1,0
235,CASH_OUT,260438.25,C953675090,0.0,0.0,C161208241,2752418.75,3012857.0,0,0
34,PAYMENT,1587.34,C1907797987,0.0,0.0,M787960275,0.0,0.0,0,0
402,TRANSFER,127156.49,C1718340176,127156.49,0.0,C680745289,0.0,0.0,1,0
99,CASH_OUT,286670.9,C468670582,286670.9,0.0,C1129467798,1028298.11,1314969.01,1,0
498,TRANSFER,1028515.56,C905449086,1028515.56,0.0,C1254399120,0.0,0.0,1,0
332,PAYMENT,17678.74,C303909630,0.0,0.0,M1540992892,0.0,0.0,0,0
406,TRANSFER,4737833.35,C1353278775,4737833.35,0.0,C547279990,0.0,0.0,1,0
644,CASH_OUT,628033.58,C583549280,628033.58,0.0,C1565397957,1608906.58,2236940.16,1,0
354,TRANSFER,66550.0,C1257904471,66550.0,0.0,C1927793477,0.0,0.0,1,0
156,TRANSFER,134497.41,C1471003235,134497.41,0.0,C354295932,0.0,0.0,1,0
387,CASH_OUT,10000000.0,C1577275521,10000000.0,0.0,C57886357,148684.47,10148684.47,1,0
322,PAYMENT,46924.26,C1258230405,444000.62,397076.36,M1160082224,0.0,0.0,0,0
331,CASH_OUT,124897.58,C1513214731,46398.0,0.0,C148954081,1005937.08,1130834.66,0,0
625,TRANSFER,249749.05,C2136238029,249749.05,0.0,C1843224503,0.0,0.0,1,0
46,CASH_IN,131123.19,C414904583,18454372.94,18585496.13,C2056524531,3438920.18,3307796.99,0,0
599,PAYMENT,8496.83,C1081657187,7821.29,0.0,M147033593,0.0,0.0,0,0
307,CASH_OUT,155175.27,C759252535,253233.0,98057.73,C2140888474,121570.81,276746.07,0,0
397,CASH_OUT,82386.26,C156241446,0.0,0.0,C532484909,185482.86,267869.12,0,0
185,CASH_OUT,164213.17,C803411135,164213.17,0.0,C1325722809,1681702.11,1845915.27,1,0
379,PAYMENT,15537.43,C1194056003,35937.18,20399.75,M1117771343,0.0,0.0,0,0
558,CASH_OUT,4529.65,C2141175664,4529.65,0.0,C968979703,293443.08,297972.73,1,0
684,CASH_OUT,1430050.84,C874660018,1430050.84,0.0,C1640923473,0.0,1430050.84,1,0
544,CASH_OUT,317211.3,C152754837,133157.0,0.0,C52325157,1012771.33,1329982.63,0,0
156,CASH_OUT,270478.9,C588796681,1242.0,0.0,C576371103,46151.66,316630.55,0,0
254,CASH_OUT,226101.73,C1213680230,0.0,0.0,C330226144,7841110.8,8067212.53,0,0
129,PAYMENT,5170.47,C1792183526,0.0,0.0,M1943967084,0.0,0.0,0,0
128,CASH_OUT,4483868.79,C375834345,4483868.79,0.0,C459252114,1340132.06,5824000.85,1,0
455,TRANSFER,332.36,C1572407780,332.36,0.0,C892688622,0.0,0.0,1,0
730,CASH_OUT,3191058.32,C1185153589,3191058.32,0.0,C978277137,161350.38,3352408.69,1,0
18,CASH_IN,65854.91,C19047797,966113.92,1031968.83,C373940878,1134027.2,1068172.3,0,0
177,CASH_OUT,68536.24,C449838957,68536.24,0.0,C1165543736,410774.24,479310.48,1,0
501,CASH_OUT,472808.24,C524534489,472808.24,0.0,C1625163928,0.0,472808.24,1,0
298,TRANSFER,40043.74,C1850753027,40043.74,0.0,C995702691,0.0,0.0,1,0
34,CASH_OUT,141235.64,C1151195210,55212.0,0.0,C1882999572,10722.17,151957.8,0,0
225,CASH_OUT,149263.96,C620796855,164586.0,15322.04,C694048723,62368.85,211632.81,0,0
402,CASH_OUT,473839.08,C307213904,0.0,0.0,C2018401601,1399589.62,2191942.82,0,0
10,CASH_OUT,9217.19,C1105700111,9217.19,0.0,C1767952032,0.0,9217.19,1,0
694,TRANSFER,71729.96,C185217434,71729.96,0.0,C1355260176,0.0,0.0,1,0
253,CASH_OUT,363803.21,C579792618,0.0,0.0,C619086073,913681.12,1277484.33,0,0
113,TRANSFER,314976.75,C846061626,314976.75,0.0,C314158626,0.0,0.0,1,0
182,PAYMENT,6549.75,C797801406,36765.0,30215.25,M1965833524,0.0,0.0,0,0
257,CASH_OUT,14554.54,C1387236985,0.0,0.0,C975910370,1393557.3,1152887.32,0,0
488,CASH_OUT,50279.4,C732624402,50279.4,0.0,C1786899731,1108375.76,1158655.16,1,0
444,TRANSFER,10000000.0,C1295280435,23752520.6,13752520.6,C36989160,0.0,0.0,1,0
154,CASH_OUT,188298.09,C1521728699,11210.0,0.0,C162059134,0.0,188298.09,0,0
234,CASH_OUT,179464.65,C1775810346,0.0,0.0,C1608729875,913169.84,1092634.48,0,0
351,TRANSFER,264636.07,C1207800671,12498.0,0.0,C1668577289,296549.67,561185.74,0,0
15,TRANSFER,128473.62,C1012580160,128473.62,0.0,C540657255,0.0,0.0,1,0
145,TRANSFER,3572736.74,C699121827,3572736.74,0.0,C1252527370,0.0,0.0,1,0
604,CASH_OUT,4672401.04,C387122223,4672401.04,0.0,C378592593,13043.09,4685444.13,1,0
207,CASH_OUT,682063.33,C1854965389,682063.33,0.0,C1299909889,1166990.34,1849053.68,1,0
166,CASH_IN,56479.42,C1240188538,94170.8,150650.21,C1995182035,2002048.23,1945568.82,0,0
211,PAYMENT,2546.21,C1550161585,13902.0,11355.79,M953788264,0.0,0.0,0,0
137,CASH_OUT,102635.62,C307209565,0.0,0.0,C1575832096,145837.72,248473.33,0,0
310,PAYMENT,26622.4,C667993120,0.0,0.0,M1925556480,0.0,0.0,0,0
283,CASH_OUT,483510.78,C1598978377,0.0,0.0,C2037096682,4156940.16,4640450.94,0,0
565,TRANSFER,254947.37,C45849369,254947.37,0.0,C538038319,0.0,0.0,1,0
221,TRANSFER,684174.46,C767035250,684174.46,0.0,C870958103,0.0,0.0,1,0
352,CASH_OUT,1962548.46,C248073362,1962548.46,0.0,C840839680,0.0,1962548.46,1,0
403,CASH_OUT,178716.14,C2039261290,100134.0,0.0,C1658174705,73731.53,252447.67,0,0
130,CASH_OUT,138057.37,C1548534366,1073.0,0.0,C1229901003,0.0,138057.37,0,0
707,TRANSFER,2331777.94,C494837899,2331777.94,0.0,C1011506599,0.0,0.0,1,0
157,PAYMENT,2845.7,C722874428,8384.0,5538.3,M2092069728,0.0,0.0,0,0
529,TRANSFER,1679154.56,C1973530723,1679154.56,0.0,C689231463,0.0,0.0,1,0
14,CASH_OUT,430196.83,C782759132,901584.0,471387.17,C933249677,1101159.95,1633678.57,0,0
251,TRANSFER,360170.84,C1249539334,0.0,0.0,C42475905,2289047.29,2649218.13,0,0
459,TRANSFER,277611.08,C1304518547,277611.08,0.0,C230736806,0.0,0.0,1,0
394,TRANSFER,186602.97,C426392326,12050.0,0.0,C88558862,199038.84,385641.81,0,0
482,CASH_OUT,37831.15,C1939829449,37831.15,0.0,C1329996187,918489.62,956320.77,1,0
576,TRANSFER,884821.37,C1937124705,884821.37,0.0,C1452792493,0.0,0.0,1,0
230,TRANSFER,102009.37,C284996828,102009.37,0.0,C1044221964,0.0,0.0,1,0
174,TRANSFER,250223.24,C788474412,250223.24,0.0,C1128836138,0.0,0.0,1,0
262,CASH_OUT,639680.32,C272763259,639680.32,0.0,C2129197098,221209.81,860890.13,1,0
138,CASH_IN,17433.66,C2005330969,50478.0,67911.66,C697172005,907565.86,890132.19,0,0
39,CASH_OUT,239086.46,C1645664957,404.0,0.0,C1400555003,1163545.09,1402631.54,0,0
256,PAYMENT,8167.66,C1874889648,111022.0,102854.34,M1275445517,0.0,0.0,0,0
579,CASH_OUT,1540624.7,C1904414737,1540624.7,0.0,C2037994906,78012.35,1618637.05,1,0
34,CASH_IN,181039.86,C324753573,3056.0,184095.86,C1018338551,0.0,0.0,0,0
40,TRANSFER,695436.9,C1740571289,11448.68,0.0,C761579356,1139300.35,1834737.25,0,0
601,TRANSFER,93253.25,C276457586,93253.25,0.0,C871887337,0.0,0.0,1,0
192,TRANSFER,1489970.0,C850343949,1489970.0,0.0,C1016060070,0.0,0.0,1,0
402,CASH_OUT,328619.37,C774960090,154473.0,0.0,C422480653,1690316.17,2018935.54,0,0
36,CASH_OUT,74107.56,C2091395826,0.0,0.0,C1407343213,414754.14,488861.7,0,0
361,TRANSFER,1742012.06,C1829363360,1742012.06,0.0,C826844861,0.0,0.0,1,0
259,CASH_OUT,72782.82,C500674930,72782.82,0.0,C1607889620,2185531.03,2258313.86,1,0
411,TRANSFER,1464008.18,C576017861,1464008.18,0.0,C2007796943,0.0,0.0,1,0
263,TRANSFER,216187.8,C960755382,11731.54,0.0,C1426198354,217202.47,433390.27,0,0
299,CASH_IN,6067.96,C1920854114,5251685.95,5257753.9,C1271221840,6899117.7,6893049.74,0,0
214,CASH_OUT,225414.34,C1102210586,45554.0,0.0,C354172677,0.0,225414.34,0,0
572,CASH_OUT,210952.24,C1444150891,210952.24,0.0,C468200037,21234.55,232186.8,1,0
163,CASH_OUT,212539.74,C750345423,10433.0,0.0,C87453645,12484991.76,12638107.83,0,0
284,CASH_IN,169113.53,C93484004,1399225.5,1568339.03,C1451456996,871831.61,702718.08,0,0
352,CASH_OUT,108923.02,C953817108,25687.0,0.0,C58176590,0.0,108923.02,0,0
378,PAYMENT,8277.89,C2019494130,12383.0,4105.11,M2068061331,0.0,0.0,0,0
34,CASH_IN,250983.19,C2128118964,8170743.89,8421727.08,C150244250,1685233.94,1434250.75,0,0
47,CASH_OUT,225850.53,C478694396,225850.53,0.0,C310772625,5063600.9,5289451.43,1,0
31,TRANSFER,120406.39,C237098657,120406.39,0.0,C1177827371,0.0,0.0,1,0
242,CASH_OUT,428174.7,C992121519,428174.7,0.0,C1759643830,63746.81,491921.52,1,0
187,PAYMENT,3978.81,C1623856227,0.0,0.0,M1153945898,0.0,0.0,0,0
84,CASH_OUT,39379.45,C743472915,39379.45,0.0,C165832169,188532.97,227912.43,1,0
140,PAYMENT,13198.54,C1846976416,23060.0,9861.46,M1891588284,0.0,0.0,0,0
302,TRANSFER,1117326.81,C1653827828,6053.0,0.0,C723898004,351084.09,1468410.9,0,0
551,CASH_OUT,3227.06,C1441570263,3227.06,0.0,C1115712953,110314.88,113541.94,1,0
181,CASH_IN,173786.4,C1443352674,30248.0,204034.4,C1925837024,4894704.19,4720917.8,0,0
193,PAYMENT,9274.13,C1451943618,48584.81,39310.67,M1595578738,0.0,0.0,0,0
427,TRANSFER,4892226.25,C800259537,4892226.25,0.0,C1893385934,0.0,0.0,1,0
689,CASH_OUT,49492.39,C442653315,49492.39,0.0,C1646646349,0.0,49492.39,1,0
189,CASH_OUT,156736.17,C73914883,0.0,0.0,C2014658852,3513894.1,3670630.27,0,0
399,PAYMENT,23087.75,C334405532,0.0,0.0,M800461363,0.0,0.0,0,0
601,CASH_OUT,1054244.29,C1851065642,1054244.29,0.0,C359107555,944153.97,1998398.26,1,0
260,PAYMENT,1987.41,C1445435878,0.0,0.0,M1622028219,0.0,0.0,0,0
307,CASH_OUT,441423.44,C479817904,441423.44,0.0,C2038026076,671179.67,1112603.11,1,0
375,CASH_OUT,347571.83,C422356451,3223.0,0.0,C998499380,0.0,347571.83,0,0
396,PAYMENT,21376.72,C198726398,131961.0,110584.28,M1813880589,0.0,0.0,0,0
373,CASH_OUT,530354.58,C1119661582,530354.58,0.0,C1171953426,4728783.51,5259138.09,1,0
329,PAYMENT,4168.75,C1858181250,0.0,0.0,M510398395,0.0,0.0,0,0
226,CASH_OUT,394788.96,C529683703,46109.0,0.0,C1995685086,878562.21,1273351.17,0,0
32,CASH_OUT,401575.19,C1684571589,401575.19,0.0,C1619036760,0.0,401575.19,1,0
163,CASH_OUT,67142.32,C1882535962,0.0,0.0,C876128225,130114.47,197256.79,0,0
583,CASH_OUT,135100.36,C912160043,135100.36,0.0,C1271530552,0.0,135100.36,1,0
547,CASH_OUT,594471.04,C1345990968,594471.04,0.0,C623395017,1788456.17,2382927.21,1,0
64,TRANSFER,3097121.75,C941791959,3097121.75,0.0,C1945517835,0.0,0.0,1,0
352,CASH_OUT,169310.53,C1342895918,0.0,0.0,C1733292507,3419188.91,3588499.44,0,0
331,PAYMENT,25156.17,C1229403739,0.0,0.0,M15856242,0.0,0.0,0,0
327,TRANSFER,146729.67,C1943481220,146729.67,0.0,C676856624,0.0,0.0,1,0
403,CASH_OUT,259402.72,C663133772,0.0,0.0,C1535879876,1540109.28,1799512.01,0,0
598,PAYMENT,13583.38,C419054299,20295.0,6711.62,M170180146,0.0,0.0,0,0
204,PAYMENT,14551.74,C187972514,0.0,0.0,M402491161,0.0,0.0,0,0
186,CASH_IN,201579.48,C1797570237,2387350.68,2588930.16,C1915041818,469931.27,268351.79,0,0
249,CASH_OUT,271229.8,C1621078729,271229.8,0.0,C313871490,566471.82,837701.62,1,0
250,CASH_OUT,111154.51,C1024749581,138523.0,27368.49,C1534022306,461674.94,572829.45,0,0
645,TRANSFER,326250.51,C193546785,326250.51,0.0,C214988457,0.0,0.0,1,0
17,PAYMENT,3887.23,C1798326039,0.0,0.0,M1585945322,0.0,0.0,0,0
205,CASH_OUT,96640.12,C1384674068,96640.12,0.0,C505855307,1569508.75,1666148.87,1,0
33,CASH_IN,84361.82,C1616595899,302698.0,387059.82,C419642608,203248.69,118886.88,0,0
286,CASH_OUT,149117.77,C634439523,0.0,0.0,C502407375,175288.53,324406.3,0,0
176,CASH_OUT,665489.33,C1008719694,665489.33,0.0,C1320083995,1184319.45,1849808.78,1,0
187,CASH_OUT,146441.86,C466972323,34016.0,0.0,C2013469344,25173.06,171614.92,0,0
416,PAYMENT,12005.08,C1003659118,30251.0,18245.92,M2098844662,0.0,0.0,0,0
703,CASH_OUT,6498297.7,C357275895,6498297.7,0.0,C185710964,103810.91,6602108.61,1,0
450,CASH_OUT,9228514.1,C616477106,9228514.1,0.0,C1405637035,1088377.41,10316891.51,1,0
156,CASH_OUT,805319.81,C1597187760,805319.81,0.0,C1975329762,0.0,805319.81,1,0
692,TRANSFER,91010.75,C1150898716,0.0,0.0,C1059854792,226797.11,317807.86,0,0
717,TRANSFER,6512846.44,C796312778,6512846.44,0.0,C1064867457,0.0,0.0,1,0
154,CASH_OUT,3424092.39,C1408863129,3424092.39,0.0,C412806203,0.0,3424092.39,1,0
106,TRANSFER,110457.0,C823542906,110457.0,0.0,C846435560,0.0,0.0,1,0
692,CASH_OUT,349619.91,C925944949,349619.91,0.0,C345169466,1472559.62,1822179.54,1,0
281,CASH_OUT,149436.87,C1667667445,128102.0,0.0,C902481712,226169.97,375606.84,0,0
409,TRANSFER,2284476.12,C85727598,2284476.12,0.0,C577003768,0.0,0.0,1,0
171,TRANSFER,211721.9,C1835704513,211721.9,0.0,C260205493,0.0,0.0,1,0
283,CASH_OUT,177116.25,C576760682,11099.0,0.0,C1579014602,5170460.62,5347576.87,0,0
44,CASH_OUT,1649818.97,C2052172437,1649818.97,0.0,C1401780750,560704.68,2210523.64,1,0
139,TRANSFER,11653.98,C1377280897,11653.98,0.0,C1616326954,0.0,0.0,1,0
568,CASH_OUT,7365106.76,C1043293861,7365106.76,0.0,C231660660,300576.97,7665683.73,1,0
304,PAYMENT,11486.1,C1194381575,45072.0,33585.9,M2062098834,0.0,0.0,0,0
487,TRANSFER,367980.99,C1573491047,367980.99,0.0,C1416004532,0.0,0.0,1,0
163,CASH_OUT,212586.37,C1047093269,152991.0,0.0,C1648214200,6102908.42,6315494.79,0,0
260,PAYMENT,11.16,C1120939543,79423.0,79411.84,M1943918830,0.0,0.0,0,0
646,CASH_OUT,10000000.0,C352927410,10000000.0,0.0,C593822721,0.0,10000000.0,1,0
636,CASH_OUT,146095.73,C417197262,146095.73,0.0,C1598093158,0.0,146095.73,1,0
249,CASH_OUT,257520.83,C322917682,29519.0,0.0,C987918392,0.0,257520.83,0,0
18,CASH_OUT,232777.64,C282340394,882813.0,650035.36,C1247448175,171643.32,404420.96,0,0
2,PAYMENT,6466.5,C1179244298,14990.0,8523.5,M1564688538,0.0,0.0,0,0
382,TRANSFER,597115.18,C397805204,0.0,0.0,C2001594336,3753349.7,4350464.89,0,0
203,CASH_OUT,6288.63,C1342094326,0.0,0.0,C1663330184,8634853.37,8641142.0,0,0
21,PAYMENT,5613.99,C147353362,26349.0,20735.01,M406128949,0.0,0.0,0,0
278,PAYMENT,50563.52,C1732851722,0.0,0.0,M413619676,0.0,0.0,0,0
105,TRANSFER,539087.79,C775037479,539087.79,0.0,C931676634,0.0,0.0,1,0
364,CASH_OUT,3116889.41,C1369312276,3116889.41,0.0,C584026670,226218.51,3343107.92,1,0
198,CASH_OUT,2153055.36,C1119391076,2153055.36,0.0,C1437440684,2394343.5,4547398.86,1,0
284,CASH_OUT,160296.55,C665302161,160296.55,0.0,C274241270,2195257.38,2355553.93,1,0
131,PAYMENT,1167.97,C1503078756,2841.0,1673.03,M463125923,0.0,0.0,0,0
616,CASH_OUT,7240965.96,C686995087,7240965.96,0.0,C893411806,0.0,7240965.96,1,0
98,TRANSFER,8055.06,C1421921119,8055.06,0.0,C133340407,0.0,0.0,1,0
261,CASH_IN,96411.1,C1973569728,30869.0,127280.1,C1999134241,3494092.73,3397681.62,0,0
229,CASH_IN,224215.23,C1252042160,98474.0,322689.23,C1344485006,2434910.3,2210695.07,0,0
357,TRANSFER,251199.91,C482850122,251199.91,0.0,C1683790241,0.0,0.0,1,0
354,PAYMENT,12386.47,C219565806,0.0,0.0,M1134859132,0.0,0.0,0,0
161,CASH_OUT,361687.88,C593623070,0.0,0.0,C2038064394,479346.66,592580.15,0,0
566,CASH_OUT,1828.6,C1848080177,1828.6,0.0,C760648951,615881.78,617710.37,1,0
188,CASH_IN,19593.05,C1494175292,111653.0,131246.05,C1286741261,784705.95,765112.89,0,0
583,CASH_OUT,759701.03,C1817565028,759701.03,0.0,C1623972064,1076095.67,1835796.71,1,0
261,TRANSFER,2241630.36,C972876081,2241630.36,0.0,C950017248,0.0,0.0,1,0
7,TRANSFER,164.0,C1455969984,164.0,0.0,C2119910556,0.0,0.0,1,0
149,CASH_OUT,17569.42,C711027580,17569.42,0.0,C1812011934,276439.92,294009.34,1,0
625,TRANSFER,20278.62,C251649722,20278.62,0.0,C1591313088,0.0,0.0,1,0
409,TRANSFER,377096.39,C5128186,377096.39,0.0,C1050084378,0.0,0.0,1,0
6,CASH_OUT,17246.0,C1484518113,17246.0,0.0,C978609035,0.0,17246.0,1,0
305,TRANSFER,10000000.0,C1660275627,12321633.57,2321633.57,C851819118,0.0,0.0,1,0
35,PAYMENT,11695.19,C840212932,201216.0,189520.81,M952781963,0.0,0.0,0,0
40,CASH_OUT,269014.75,C327308103,31704.0,0.0,C1514338793,9592695.36,9861710.1,0,0
261,CASH_IN,52826.37,C101909196,5221747.25,5274573.62,C1356729758,152016.73,99190.37,0,0
212,TRANSFER,10000000.0,C1531278091,34953893.08,24953893.08,C972530514,0.0,0.0,1,0
195,CASH_OUT,2031464.82,C957784464,2031464.82,0.0,C434640049,1475675.96,3507140.78,1,0
186,CASH_OUT,44023.36,C725559707,242089.0,198065.64,C486510053,0.0,44023.36,0,0
358,CASH_OUT,22402.91,C1707406052,0.0,0.0,C2136412699,1357585.42,1379988.33,0,0
731,CASH_OUT,31887.18,C30896720,31887.18,0.0,C1159359491,4584085.52,4615972.7,1,0
259,CASH_IN,22780.01,C1878789495,2025553.76,2048333.78,C1597885047,11755932.19,11733152.18,0,0
308,TRANSFER,178180.03,C1660149357,178180.03,0.0,C1502223655,0.0,0.0,1,0
694,CASH_OUT,71729.96,C1502070032,71729.96,0.0,C2082391847,604151.3,675881.26,1,0
228,PAYMENT,3905.94,C1140227817,11441.0,7535.06,M448473093,0.0,0.0,0,0
297,CASH_IN,133906.59,C1152060593,6641172.02,6775078.61,C1001309617,6097506.34,6075227.86,0,0
330,CASH_IN,199867.27,C1268057291,7704033.14,7903900.41,C708334788,1459223.78,1259356.5,0,0
163,PAYMENT,11141.99,C1733898481,37404.0,26262.01,M1511118319,0.0,0.0,0,0
138,PAYMENT,22279.86,C2076981856,198916.0,176636.14,M992493046,0.0,0.0,0,0
327,TRANSFER,415785.89,C990820697,415785.89,0.0,C1804765408,0.0,0.0,1,0
409,TRANSFER,9033760.73,C798979222,9033760.73,0.0,C1708698454,0.0,0.0,1,0
40,TRANSFER,7887.75,C1551140519,7887.75,0.0,C311151183,0.0,0.0,1,0
38,PAYMENT,9051.02,C46209325,247695.44,238644.42,M959207574,0.0,0.0,0,0
225,CASH_OUT,297567.26,C238141898,20812.0,0.0,C478996185,136986.89,434554.15,0,0
544,CASH_OUT,412668.39,C84071102,412668.39,0.0,C1576697216,1445047.47,1857715.86,1,0
609,CASH_OUT,564263.94,C1090265610,564263.94,0.0,C717934404,1087753.58,1652017.52,1,0
536,TRANSFER,624686.04,C1401632766,624686.04,0.0,C1786081115,0.0,0.0,1,0
380,CASH_OUT,138618.23,C850761206,7946.55,0.0,C76810816,942746.02,1081364.25,0,0
398,CASH_OUT,146323.99,C523197470,2244.0,0.0,C1794635988,0.0,146323.99,0,0
307,TRANSFER,934570.37,C1631969605,216.0,0.0,C1598402432,0.0,934570.37,0,0
422,TRANSFER,1857935.57,C707980152,1857935.57,0.0,C510333855,0.0,0.0,1,0
625,CASH_OUT,2480321.85,C1159822355,2480321.85,0.0,C402103077,42477.24,2522799.09,1,0
331,PAYMENT,7124.42,C1266577312,133532.0,126407.58,M196849738,0.0,0.0,0,0
239,TRANSFER,63944.13,C339788148,63944.13,0.0,C912209557,0.0,0.0,1,0
34,CASH_OUT,407386.32,C1548788425,25328.0,0.0,C1596062467,842600.2,1249986.52,0,0
518,CASH_OUT,242896.12,C523279178,242896.12,0.0,C149546103,2182109.56,2425005.68,1,0
154,CASH_OUT,1581441.8,C1521962059,1581441.8,0.0,C1036969884,3429635.45,5011077.25,1,0
46,PAYMENT,490.47,C58704060,16167.0,15676.53,M843391576,0.0,0.0,0,0
217,PAYMENT,5380.4,C1091188006,104237.0,98856.6,M773365986,0.0,0.0,0,0
404,CASH_OUT,25634.56,C755980216,0.0,0.0,C1368955366,203974.01,229608.56,0,0
459,TRANSFER,1153156.0,C1788207069,1153156.0,0.0,C2113625922,0.0,0.0,1,0
140,DEBIT,127.63,C1795165613,51984.0,51856.37,C1626831531,3960005.47,3960133.1,0,0
4,CASH_OUT,169941.73,C2026325575,169941.73,0.0,C1394526584,0.0,169941.73,1,0
592,PAYMENT,12154.32,C415041515,124803.99,112649.67,M1575218549,0.0,0.0,0,0
686,TRANSFER,1017876.35,C420162190,0.0,0.0,C537497519,5530326.91,6548203.25,0,0
386,CASH_OUT,1500582.08,C869621048,1500582.08,0.0,C1722207907,24882357.62,26382939.7,1,0
33,CASH_OUT,199137.61,C1000430491,0.0,0.0,C739625468,498179.44,697317.05,0,0
506,TRANSFER,10000000.0,C260657856,17041719.54,7041719.54,C801890101,0.0,0.0,1,0
56,CASH_OUT,2776135.33,C718213394,2776135.33,0.0,C1307403006,0.0,2776135.33,1,0
139,TRANSFER,197593.62,C1257262524,0.0,0.0,C887589474,817790.66,1015384.27,0,0
296,TRANSFER,3043141.07,C526995277,3043141.07,0.0,C975347823,0.0,0.0,1,0
327,CASH_OUT,183375.33,C462713817,0.0,0.0,C1479107288,1660258.96,1843634.29,0,0
332,CASH_IN,202789.99,C2102965855,3021388.78,3224178.78,C592301021,660592.29,457802.3,0,0
619,CASH_OUT,945131.71,C1366832046,945131.71,0.0,C1275965910,0.0,945131.71,1,0
196,CASH_OUT,1221900.21,C379155103,1221900.21,0.0,C836948657,0.0,1221900.21,1,0
177,PAYMENT,36493.33,C1319306713,0.0,0.0,M1785304815,0.0,0.0,0,0
585,PAYMENT,1881.65,C521745219,21705.0,19823.35,M959428643,0.0,0.0,0,0
143,PAYMENT,16800.1,C1944143513,83072.0,66271.9,M1773096172,0.0,0.0,0,0
415,TRANSFER,3242183.64,C503443667,3242183.64,0.0,C1319935848,0.0,0.0,1,0
201,CASH_IN,92072.74,C783978021,2453.0,94525.74,C1445567246,2489216.58,2397143.84,0,0
